['CBS'],"[' ● By Bryan DeArdo', '14.90%']",['04/20/23'],Bryce Young,C.J. Stroud,Will Anderson Jr.,Will Levis,Jalen Carter,Lukas Van Ness,Devon Witherspoon,Tyree Wilson,Peter Skoronski,Bijan Robinson,Paris Johnson Jr.,Jaxon Smith-Njigba,Broderick Jones,Christian Gonzalez,Dalton Kincaid,Joey Porter Jr.,Darnell Wright,Deonte Banks,Anthony Richardson,Nolan Smith,Zay Flowers,Quentin Johnston,Jordan Addison,Myles Murphy,Brian Branch,Michael Mayer,O'Cyrus Torrence,Calijah Kancey,Keion White,Bryan Bresee,Anton Harrison,Jahmyr Gibbs,Emmanuel Forbes,,,,,,,,,
['Sports Gambling Podcast'],"[' ● By Cody Zeeb', '17.79%']",['04/20/23'],Bryce Young,C.J. Stroud,Will Anderson Jr.,Anthony Richardson,Jalen Carter,Devon Witherspoon,Peter Skoronski,Christian Gonzalez,Broderick Jones,Bijan Robinson,Will Levis,Jaxon Smith-Njigba,Paris Johnson Jr.,Zay Flowers,Tyree Wilson,Nolan Smith,Joey Porter Jr.,Lukas Van Ness,Dalton Kincaid,Darnell Wright,Jordan Addison,Quentin Johnston,Will McDonald IV,Myles Murphy,Emmanuel Forbes,Michael Mayer,Deonte Banks,Jahmyr Gibbs,Bryan Bresee,Adetomiwa Adebawore,Anton Harrison,Brian Branch,Calijah Kancey,,,,,,,,,
['Five Reason Sports'],"[' ● By Hussam Patel', '9.86%']",['04/20/23'],C.J. Stroud,Bryce Young,Anthony Richardson,Will Levis,Jalen Carter,Will Anderson Jr.,Paris Johnson Jr.,Tyree Wilson,Peter Skoronski,Bijan Robinson,Broderick Jones,Jaxon Smith-Njigba,Darnell Wright,Nolan Smith,Myles Murphy,Devon Witherspoon,Christian Gonzalez,Joey Porter Jr.,Brian Branch,Dalton Kincaid,Quentin Johnston,Deonte Banks,Zay Flowers,Calijah Kancey,Jordan Addison,Bryan Bresee,Lukas Van Ness,O'Cyrus Torrence,Mazi Smith,Anton Harrison,Michael Mayer,Jahmyr Gibbs,Emmanuel Forbes,,,,,,,,,
['Fantasy Footballers'],"[' ● By Matthew Betz', '14.90%']",['04/21/23'],Bryce Young,Tyree Wilson,Will Anderson Jr.,Will Levis,Devon Witherspoon,Christian Gonzalez,C.J. Stroud,Nolan Smith,Peter Skoronski,Jalen Carter,Anthony Richardson,Jaxon Smith-Njigba,Paris Johnson Jr.,Darnell Wright,Myles Murphy,Bijan Robinson,Joey Porter Jr.,Calijah Kancey,Broderick Jones,Lukas Van Ness,Jordan Addison,Deonte Banks,Emmanuel Forbes,Will McDonald IV,Zay Flowers,Michael Mayer,Mazi Smith,Dalton Kincaid,Bryan Bresee,Brian Branch,Anton Harrison,Quentin Johnston,Jahmyr Gibbs,,,,,,,,,
['Fantasy Pros'],"[' ● By Ken Zalis', '15.63%']",['04/21/23'],Bryce Young,C.J. Stroud,Will Anderson Jr.,Will Levis,Jalen Carter,Tyree Wilson,Devon Witherspoon,Christian Gonzalez,Paris Johnson Jr.,Bijan Robinson,Anthony Richardson,Lukas Van Ness,Peter Skoronski,Jaxon Smith-Njigba,Myles Murphy,Joey Porter Jr.,Broderick Jones,Calijah Kancey,Darnell Wright,Zay Flowers,Nolan Smith,Kelee Ringo,Quentin Johnston,Deonte Banks,Jordan Addison,Michael Mayer,Drew Sanders,Brian Branch,Bryan Bresee,Mazi Smith,Keion White,Dalton Kincaid,Jahmyr Gibbs,Emmanuel Forbes,Anton Harrison,,,,,,,
['WKYC'],"[' ● By Ben Axelrod', '9.13%']",['04/21/23'],Bryce Young,Will Levis,Will Anderson Jr.,C.J. Stroud,Jalen Carter,Devon Witherspoon,Anthony Richardson,Tyree Wilson,Nolan Smith,Christian Gonzalez,Jaxon Smith-Njigba,Lukas Van Ness,Paris Johnson Jr.,Myles Murphy,Quentin Johnston,Broderick Jones,Joey Porter Jr.,Calijah Kancey,Bryan Bresee,Peter Skoronski,Zay Flowers,Deonte Banks,Felix Anudike-Uzomah,Will McDonald IV,Jordan Addison,Dalton Kincaid,Brian Branch,Bijan Robinson,Dalton Kincaid,Darnell Wright,Jalin Hyatt,Michael Mayer,Jahmyr Gibbs,Emmanuel Forbes,Anton Harrison,,,,,,,
['Action Network'],"[' ● By Nick Guarisco', '9.13%']",['04/21/23'],Bryce Young,Will Anderson Jr.,Tyree Wilson,Will Levis,Anthony Richardson,Devon Witherspoon,C.J. Stroud,Nolan Smith,Peter Skoronski,Jalen Carter,Paris Johnson Jr.,Christian Gonzalez,Broderick Jones,Jaxon Smith-Njigba,Lukas Van Ness,Bijan Robinson,Joey Porter Jr.,Myles Murphy,Darnell Wright,Zay Flowers,Jordan Addison,Deonte Banks,Emmanuel Forbes,Brian Branch,John Michael Schmitz,Michael Mayer,Bryan Bresee,Dalton Kincaid,Keion White,Anton Harrison,Quentin Johnston,Calijah Kancey,Jahmyr Gibbs,,,,,,,,,
['Pro Football Network'],"[' ● By Tommy Garrett', '14.42%']",['04/21/23'],Bryce Young,Will Anderson Jr.,C.J. Stroud,Anthony Richardson,Tyree Wilson,Devon Witherspoon,Christian Gonzalez,Bijan Robinson,Jalen Carter,Will Levis,Paris Johnson Jr.,Myles Murphy,Peter Skoronski,Jaxon Smith-Njigba,Lukas Van Ness,Joey Porter Jr.,Darnell Wright,Bryan Bresee,Broderick Jones,Jordan Addison,Nolan Smith,Deonte Banks,Hendon Hooker,Brian Branch,Zay Flowers,Michael Mayer,O'Cyrus Torrence,Dalton Kincaid,Adetomiwa Adebawore,Julius Brents,Dawand Jones,Quentin Johnston,Calijah Kancey,Jahmyr Gibbs,Emmanuel Forbes,Anton Harrison,,,,,,
['NBC Sports'],"[' ● By Staff', '23.56%']",['04/21/23'],Bryce Young,C.J. Stroud,Will Anderson Jr.,Anthony Richardson,Jalen Carter,Devon Witherspoon,Will Levis,Tyree Wilson,Paris Johnson Jr.,Broderick Jones,Peter Skoronski,Christian Gonzalez,Jaxon Smith-Njigba,Joey Porter Jr.,Michael Mayer,Darnell Wright,Deonte Banks,Lukas Van Ness,Brian Branch,O'Cyrus Torrence,Bijan Robinson,Zay Flowers,Jordan Addison,Nolan Smith,Quentin Johnston,Dalton Kincaid,Cedric Tillman,Dawand Jones,Calijah Kancey,B.J. Ojulari,Myles Murphy,Bryan Bresee,Jahmyr Gibbs,Emmanuel Forbes,Anton Harrison,,,,,,,
['Purple PTSD'],"[' ● By Josh Frey', '19.95%']",['04/21/23'],Bryce Young,Will Anderson Jr.,C.J. Stroud,Anthony Richardson,Tyree Wilson,Devon Witherspoon,Will Levis,Bijan Robinson,Paris Johnson Jr.,Jalen Carter,Jaxon Smith-Njigba,Darnell Wright,Broderick Jones,Christian Gonzalez,Dalton Kincaid,Peter Skoronski,Joey Porter Jr.,Myles Murphy,Hendon Hooker,Zay Flowers,Quentin Johnston,Jordan Addison,Deonte Banks,Nolan Smith,O'Cyrus Torrence,Michael Mayer,Brian Branch,Jahmyr Gibbs,Keeanu Benton,Emmanuel Forbes,Felix Anudike-Uzomah,Lukas Van Ness,Calijah Kancey,Bryan Bresee,Anton Harrison,,,,,,,
['TWSN'],"[' ● By Daryan Martin', '0.72%']",['04/21/23'],Will Anderson Jr.,Tyree Wilson,Bryce Young,Jalen Carter,Nolan Smith,Lukas Van Ness,Devon Witherspoon,Peter Skoronski,C.J. Stroud,Anthony Richardson,Jaxon Smith-Njigba,Myles Murphy,Will Levis,Dalton Kincaid,Joey Porter Jr.,Christian Gonzalez,Zay Flowers,Darnell Wright,Paris Johnson Jr.,Jordan Addison,Broderick Jones,Brian Branch,Calijah Kancey,Quentin Johnston,Deonte Banks,Emmanuel Forbes,Bryan Bresee,Hendon Hooker,Darnell Washington,Michael Mayer,Bijan Robinson,Jahmyr Gibbs,Anton Harrison,,,,,,,,,
['NFL.com'],"[' ● By Chad Reuter', '12.26%']",['04/21/23'],Bryce Young,Will Levis,Will Anderson Jr.,C.J. Stroud,Tyree Wilson,Devon Witherspoon,Christian Gonzalez,Bijan Robinson,Jalen Carter,Anthony Richardson,O'Cyrus Torrence,Nolan Smith,Peter Skoronski,Broderick Jones,Paris Johnson Jr.,Joey Porter Jr.,Lukas Van Ness,Calijah Kancey,Darnell Wright,Jordan Addison,Dalton Kincaid,Jaxon Smith-Njigba,Adetomiwa Adebawore,Zay Flowers,Jalin Hyatt,Trenton Simpson,Cody Mauch,Michael Mayer,Myles Murphy,Hendon Hooker,Emmanuel Forbes,Deonte Banks,Brian Branch,Quentin Johnston,Bryan Bresee,Jahmyr Gibbs,Anton Harrison,,,,,
['Behind The Steel Curtain'],"[' ● By Andrew Wilbar', '11.54%']",['04/21/23'],Bryce Young,C.J. Stroud,Anthony Richardson,Will Anderson Jr.,Jalen Carter,Devon Witherspoon,Peter Skoronski,Tyree Wilson,Paris Johnson Jr.,Bijan Robinson,Will Levis,Jaxon Smith-Njigba,Darnell Wright,Christian Gonzalez,Nolan Smith,Broderick Jones,Lukas Van Ness,Michael Mayer,Hendon Hooker,John Michael Schmitz,Dalton Kincaid,Joey Porter Jr.,Zay Flowers,Mazi Smith,Steve Avila,Quentin Johnston,Anton Harrison,Tyrique Stevenson,Myles Murphy,Adetomiwa Adebawore,Jordan Addison,Deonte Banks,Brian Branch,Calijah Kancey,Bryan Bresee,Jahmyr Gibbs,Emmanuel Forbes,,,,,
['Draftwire'],"[' ● By Natalie Miller', '11.30%']",['04/21/23'],Bryce Young,C.J. Stroud,Anthony Richardson,Will Anderson Jr.,Tyree Wilson,Jalen Carter,Will Levis,Nolan Smith,Peter Skoronski,Christian Gonzalez,Hendon Hooker,Devon Witherspoon,Paris Johnson Jr.,Jordan Addison,Dalton Kincaid,Joey Porter Jr.,Broderick Jones,Emmanuel Forbes,Lukas Van Ness,O'Cyrus Torrence,Jaxon Smith-Njigba,Bijan Robinson,Quentin Johnston,Darnell Wright,Zay Flowers,Drew Sanders,Calijah Kancey,Michael Mayer,Myles Murphy,Will McDonald IV,Jalin Hyatt,Deonte Banks,Brian Branch,Bryan Bresee,Jahmyr Gibbs,Anton Harrison,,,,,,
['Brooklyn Beat'],"[' ● By Justin Worsley', '20.91%']",['04/21/23'],Bryce Young,C.J. Stroud,Will Anderson Jr.,Anthony Richardson,Jalen Carter,Devon Witherspoon,Will Levis,Tyree Wilson,Paris Johnson Jr.,Lukas Van Ness,Peter Skoronski,Jaxon Smith-Njigba,Broderick Jones,Christian Gonzalez,Nolan Smith,Joey Porter Jr.,Darnell Wright,Calijah Kancey,Bijan Robinson,Zay Flowers,Michael Mayer,Quentin Johnston,Deonte Banks,Brian Branch,Jordan Addison,Bryan Bresee,O'Cyrus Torrence,Myles Murphy,Mazi Smith,Jahmyr Gibbs,Anton Harrison,Dalton Kincaid,Emmanuel Forbes,,,,,,,,,
['Shaw Local News Network'],"[' ● By Hub Arkush', '23.08%']",['04/21/23'],Bryce Young,C.J. Stroud,Will Anderson Jr.,Anthony Richardson,Tyree Wilson,Devon Witherspoon,Jalen Carter,Christian Gonzalez,Bijan Robinson,Nolan Smith,Peter Skoronski,Quentin Johnston,Paris Johnson Jr.,Jordan Addison,Dalton Kincaid,Joey Porter Jr.,Broderick Jones,Lukas Van Ness,Will Levis,Jaxon Smith-Njigba,Michael Mayer,Zay Flowers,Myles Murphy,Brian Branch,Deonte Banks,Keion White,Jahmyr Gibbs,Darnell Wright,Calijah Kancey,Bryan Bresee,Will McDonald IV,Emmanuel Forbes,Anton Harrison,,,,,,,,,
['Action Network'],"[' ● By Sean Koerner', '16.35%']",['04/21/23'],Bryce Young,C.J. Stroud,Will Anderson Jr.,Will Levis,Tyree Wilson,Devon Witherspoon,Christian Gonzalez,Bijan Robinson,Jalen Carter,Peter Skoronski,Anthony Richardson,Nolan Smith,Paris Johnson Jr.,Jaxon Smith-Njigba,Lukas Van Ness,Joey Porter Jr.,Broderick Jones,Bryan Bresee,Anton Harrison,Myles Murphy,Zay Flowers,Deonte Banks,Quentin Johnston,Emmanuel Forbes,Jordan Addison,Michael Mayer,O'Cyrus Torrence,Dalton Kincaid,Calijah Kancey,Will McDonald IV,Dawand Jones,Darnell Wright,Brian Branch,Jahmyr Gibbs,,,,,,,,
['CBS'],"[' ● By Tom Fornelli', '9.38%']",['04/21/23'],C.J. Stroud,Bryce Young,Will Anderson Jr.,Anthony Richardson,Jalen Carter,Devon Witherspoon,Peter Skoronski,Nolan Smith,Will Levis,Deonte Banks,Paris Johnson Jr.,Tyree Wilson,Darnell Wright,Quentin Johnston,Lukas Van Ness,Christian Gonzalez,Broderick Jones,Myles Murphy,Joey Porter Jr.,O'Cyrus Torrence,Michael Mayer,Cam Smith,Jaxon Smith-Njigba,Julius Brents,Steve Avila,Sam LaPorta,Bryan Bresee,Mazi Smith,Adetomiwa Adebawore,Bijan Robinson,Dawand Jones,Zay Flowers,Jordan Addison,Brian Branch,Calijah Kancey,Dalton Kincaid,Jahmyr Gibbs,Emmanuel Forbes,Anton Harrison,,,
['Touchdown Wire'],"[' ● By Doug Farrar', '13.46%']",['04/21/23'],Bryce Young,Jalen Carter,Will Anderson Jr.,C.J. Stroud,Tyree Wilson,Devon Witherspoon,Christian Gonzalez,Anthony Richardson,Paris Johnson Jr.,Jaxon Smith-Njigba,Peter Skoronski,Zay Flowers,Dalton Kincaid,Joey Porter Jr.,Brian Branch,Deonte Banks,Darnell Wright,Bijan Robinson,Will Levis,Calijah Kancey,Jordan Addison,Jalin Hyatt,Cam Smith,Emmanuel Forbes,Quentin Johnston,Bryan Bresee,Broderick Jones,Keion White,Luke Musgrave,Myles Murphy,Anton Harrison,Lukas Van Ness,Nolan Smith,Michael Mayer,Jahmyr Gibbs,,,,,,,
['Fantasy Pros'],"[' ● By Russell Brown', '9.38%']",['04/22/23'],Bryce Young,Will Anderson Jr.,Tyree Wilson,C.J. Stroud,Jalen Carter,Christian Gonzalez,Devon Witherspoon,Peter Skoronski,Bijan Robinson,Nolan Smith,Paris Johnson Jr.,Anthony Richardson,Myles Murphy,Broderick Jones,Jaxon Smith-Njigba,Michael Mayer,Darnell Wright,Bryan Bresee,Will Levis,Joey Porter Jr.,Deonte Banks,Lukas Van Ness,Zay Flowers,Anton Harrison,Emmanuel Forbes,Dalton Kincaid,Trenton Simpson,Mazi Smith,Keion White,O'Cyrus Torrence,Jordan Addison,Brian Branch,Quentin Johnston,Calijah Kancey,Jahmyr Gibbs,,,,,,,
['Fantasy Pros'],"[' ● By Andrew Erickson', '12.02%']",['04/22/23'],Bryce Young,C.J. Stroud,Tyree Wilson,Will Levis,Will Anderson Jr.,Devon Witherspoon,Jalen Carter,Bijan Robinson,Broderick Jones,Peter Skoronski,Anthony Richardson,Jaxon Smith-Njigba,Paris Johnson Jr.,Christian Gonzalez,Nolan Smith,Deonte Banks,Darnell Wright,Lukas Van Ness,Will McDonald IV,Zay Flowers,Jordan Addison,Hendon Hooker,Joey Porter Jr.,Brian Branch,John Michael Schmitz,Michael Mayer,Myles Murphy,Dalton Kincaid,Darnell Washington,Mazi Smith,Bryan Bresee,Quentin Johnston,Calijah Kancey,Jahmyr Gibbs,Emmanuel Forbes,Anton Harrison,,,,,,
['Sports Betting Dime'],"[' ● By Matt McEwan', '7.93%']",['04/22/23'],Bryce Young,Will Anderson Jr.,C.J. Stroud,Will Levis,Tyree Wilson,Devon Witherspoon,Christian Gonzalez,Anthony Richardson,Paris Johnson Jr.,Peter Skoronski,Jalen Carter,Nolan Smith,Jaxon Smith-Njigba,Broderick Jones,Darnell Wright,Joey Porter Jr.,Anton Harrison,Lukas Van Ness,Bijan Robinson,Deonte Banks,Bryan Bresee,Emmanuel Forbes,Zay Flowers,Calijah Kancey,Jordan Addison,Michael Mayer,Myles Murphy,Quentin Johnston,Will McDonald IV,Brian Branch,O'Cyrus Torrence,Dalton Kincaid,Jahmyr Gibbs,,,,,,,,,
['Pro Football Network'],"[' ● By Ian Valentino', '12.50%']",['04/22/23'],Bryce Young,Anthony Richardson,Will Anderson Jr.,C.J. Stroud,Jalen Carter,Devon Witherspoon,Christian Gonzalez,Tyree Wilson,Myles Murphy,Lukas Van Ness,Will Levis,Jaxon Smith-Njigba,Broderick Jones,Paris Johnson Jr.,Darnell Wright,Joey Porter Jr.,Peter Skoronski,Bijan Robinson,Anton Harrison,Deonte Banks,Dawand Jones,Zay Flowers,Quentin Johnston,Brian Branch,John Michael Schmitz,Adetomiwa Adebawore,Mazi Smith,Cam Smith,Calijah Kancey,Kelee Ringo,Jalin Hyatt,Nolan Smith,Michael Mayer,Jordan Addison,Dalton Kincaid,Bryan Bresee,Jahmyr Gibbs,Emmanuel Forbes,,,,
['Vikings Wire'],"[' ● By Matt Anderson', '13.70%']",['04/22/23'],C.J. Stroud,Bryce Young,Will Anderson Jr.,Anthony Richardson,Jalen Carter,Devon Witherspoon,Christian Gonzalez,Tyree Wilson,Paris Johnson Jr.,Brian Branch,Peter Skoronski,Jaxon Smith-Njigba,Anton Harrison,Nolan Smith,Michael Mayer,Joey Porter Jr.,Broderick Jones,Calijah Kancey,Dalton Kincaid,John Michael Schmitz,Deonte Banks,Myles Murphy,Jordan Addison,Zay Flowers,Bryan Bresee,Bijan Robinson,Josh Downs,Will McDonald IV,B.J. Ojulari,Quentin Johnston,Will Levis,Lukas Van Ness,Darnell Wright,Jahmyr Gibbs,Emmanuel Forbes,,,,,,,
['NY Post'],"[' ● By Steve Serby', '10.34%']",['04/22/23'],Bryce Young,Tyree Wilson,Will Anderson Jr.,C.J. Stroud,Jalen Carter,Devon Witherspoon,Anthony Richardson,Nolan Smith,Darnell Wright,Lukas Van Ness,Will Levis,Christian Gonzalez,Paris Johnson Jr.,Peter Skoronski,Broderick Jones,Bijan Robinson,Deonte Banks,Michael Mayer,Hendon Hooker,Jaxon Smith-Njigba,Dalton Kincaid,Myles Murphy,Calijah Kancey,Brian Branch,Zay Flowers,Joey Porter Jr.,Jordan Addison,Quentin Johnston,,,,,,,,,,,,,,
['TWSN'],"[' ● By Isaac Nelson', '17.31%']",['04/23/23'],Bryce Young,C.J. Stroud,Will Anderson Jr.,Anthony Richardson,Tyree Wilson,Jalen Carter,Devon Witherspoon,Christian Gonzalez,Peter Skoronski,Lukas Van Ness,Will Levis,Nolan Smith,Paris Johnson Jr.,Broderick Jones,Joey Porter Jr.,Darnell Wright,Calijah Kancey,Bijan Robinson,Jaxon Smith-Njigba,Myles Murphy,Zay Flowers,Deonte Banks,Jordan Addison,Dalton Kincaid,Quentin Johnston,Michael Mayer,O'Cyrus Torrence,Emmanuel Forbes,Will McDonald IV,Brian Branch,Bryan Bresee,Jahmyr Gibbs,Anton Harrison,,,,,,,,,
['Lombardi Ave'],"[' ● By Freddie Boston', '14.42%']",['04/23/23'],Bryce Young,C.J. Stroud,Anthony Richardson,Will Levis,Jalen Carter,Will Anderson Jr.,Devon Witherspoon,Tyree Wilson,Peter Skoronski,Lukas Van Ness,Paris Johnson Jr.,Darnell Wright,Broderick Jones,Jaxon Smith-Njigba,Christian Gonzalez,Deonte Banks,Joey Porter Jr.,Bryan Bresee,Calijah Kancey,Zay Flowers,Michael Mayer,Jordan Addison,Myles Murphy,Brian Branch,Nolan Smith,Bijan Robinson,Quentin Johnston,Dalton Kincaid,Mazi Smith,Emmanuel Forbes,Will McDonald IV,Jahmyr Gibbs,Anton Harrison,,,,,,,,,
['NFL Science'],"[' ● By Dustin Nelson', '28.85%']",['04/23/23'],Bryce Young,C.J. Stroud,Tyree Wilson,Anthony Richardson,Will Anderson Jr.,Jaxon Smith-Njigba,Christian Gonzalez,Bijan Robinson,Broderick Jones,Deonte Banks,Peter Skoronski,Quentin Johnston,Lukas Van Ness,Zay Flowers,Paris Johnson Jr.,Joey Porter Jr.,Devon Witherspoon,Jahmyr Gibbs,Will Levis,O'Cyrus Torrence,Michael Mayer,Kelee Ringo,Jordan Addison,Darnell Wright,Tyrique Stevenson,Drew Sanders,Myles Murphy,Dawand Jones,Bryan Bresee,Mazi Smith,Tuli Tuipulotu,Jalen Carter,Nolan Smith,Brian Branch,Calijah Kancey,Dalton Kincaid,Emmanuel Forbes,Anton Harrison,,,,
['Sportsnaut'],"[' ● By Matt Johnson', '11.30%']",['04/23/23'],Bryce Young,Will Anderson Jr.,Tyree Wilson,Will Levis,Jalen Carter,C.J. Stroud,Anthony Richardson,Christian Gonzalez,Peter Skoronski,Lukas Van Ness,Paris Johnson Jr.,Devon Witherspoon,Darnell Wright,Joey Porter Jr.,Myles Murphy,Bijan Robinson,Broderick Jones,Quentin Johnston,Nolan Smith,Jaxon Smith-Njigba,Calijah Kancey,Deonte Banks,Hendon Hooker,Brian Branch,Jordan Addison,Bryan Bresee,Zay Flowers,Michael Mayer,O'Cyrus Torrence,Emmanuel Forbes,Mazi Smith,Dalton Kincaid,Jahmyr Gibbs,Anton Harrison,,,,,,,,
['Houston Chronicle'],"[' ● By Jonathan M. Alexander', '12.02%']",['04/23/23'],Bryce Young,Will Anderson Jr.,Tyree Wilson,C.J. Stroud,Jalen Carter,Christian Gonzalez,Anthony Richardson,Devon Witherspoon,Peter Skoronski,Bijan Robinson,Will Levis,Jaxon Smith-Njigba,Broderick Jones,Paris Johnson Jr.,Dalton Kincaid,Darnell Wright,Joey Porter Jr.,Calijah Kancey,Nolan Smith,Lukas Van Ness,Jordan Addison,Zay Flowers,Emmanuel Forbes,Michael Mayer,Quentin Johnston,Bryan Bresee,Trenton Simpson,Deonte Banks,Myles Murphy,Brian Branch,Will McDonald IV,Jahmyr Gibbs,Anton Harrison,,,,,,,,,
['Bear Goggles On'],"[' ● By Parker Hurley', '7.21%']",['04/23/23'],Bryce Young,Tyree Wilson,Anthony Richardson,Will Levis,Will Anderson Jr.,Devon Witherspoon,Christian Gonzalez,Bijan Robinson,C.J. Stroud,Jalen Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['AL.com'],"[' ● By Mark Inabinett', '9.13%']",['04/23/23'],Bryce Young,Will Anderson Jr.,C.J. Stroud,Jalen Carter,Anthony Richardson,Tyree Wilson,Devon Witherspoon,Christian Gonzalez,Peter Skoronski,Paris Johnson Jr.,Myles Murphy,Hendon Hooker,Broderick Jones,Brian Branch,Jordan Addison,Joey Porter Jr.,Will Levis,Lukas Van Ness,Darnell Wright,O'Cyrus Torrence,Bijan Robinson,Calijah Kancey,Cam Smith,Kelee Ringo,Quentin Johnston,Bryan Bresee,Anton Harrison,Deonte Banks,Zay Flowers,Jahmyr Gibbs,Nolan Smith,Jaxon Smith-Njigba,Michael Mayer,Dalton Kincaid,Emmanuel Forbes,,,,,,,
['Vikings Wire'],"[' ● By Kevin Fielder', '11.30%']",['04/23/23'],C.J. Stroud,Bryce Young,Will Anderson Jr.,Anthony Richardson,Jalen Carter,Christian Gonzalez,Devon Witherspoon,Will Levis,Paris Johnson Jr.,Nolan Smith,Peter Skoronski,Tyree Wilson,Broderick Jones,Myles Murphy,Jaxon Smith-Njigba,Joey Porter Jr.,Bryan Bresee,Michael Mayer,Darnell Wright,Brian Branch,Jordan Addison,Deonte Banks,Bijan Robinson,Lukas Van Ness,Quentin Johnston,Steve Avila,Zay Flowers,Emmanuel Forbes,Adetomiwa Adebawore,Josh Downs,B.J. Ojulari,Calijah Kancey,Dalton Kincaid,Jahmyr Gibbs,Anton Harrison,,,,,,,
['CBS'],"[' ● By Ryan Wilson', '19.95%']",['04/23/23'],Bryce Young,C.J. Stroud,Tyree Wilson,Anthony Richardson,Will Anderson Jr.,Jalen Carter,Devon Witherspoon,Christian Gonzalez,Broderick Jones,Bijan Robinson,Peter Skoronski,Jaxon Smith-Njigba,Paris Johnson Jr.,Darnell Wright,Zay Flowers,Deonte Banks,Emmanuel Forbes,Julius Brents,Brian Branch,O'Cyrus Torrence,Joey Porter Jr.,Quentin Johnston,Calijah Kancey,Lukas Van Ness,Hendon Hooker,Jack Campbell,Jordan Addison,Dalton Kincaid,Myles Murphy,Nolan Smith,Will Levis,Michael Mayer,Bryan Bresee,Jahmyr Gibbs,Anton Harrison,,,,,,,
['CBS'],"[' ● By Emory Hunt', '11.78%']",['04/23/23'],C.J. Stroud,Bryce Young,Will Anderson Jr.,Anthony Richardson,Jalen Carter,Christian Gonzalez,Devon Witherspoon,Jaxon Smith-Njigba,Tyree Wilson,Myles Murphy,Peter Skoronski,Zay Flowers,Dawand Jones,Paris Johnson Jr.,Michael Mayer,O'Cyrus Torrence,Joey Porter Jr.,Bryan Bresee,Brian Branch,Nolan Smith,Julius Brents,Darius Rush,Deonte Banks,Broderick Jones,John Michael Schmitz,Bijan Robinson,Quentin Johnston,Tyrique Stevenson,Adetomiwa Adebawore,Anton Harrison,Darnell Wright,Will Levis,Lukas Van Ness,Jordan Addison,Calijah Kancey,Dalton Kincaid,Jahmyr Gibbs,Emmanuel Forbes,,,,
['Touchdown Wire'],"[' ● By Alyssa Barbieri', '14.18%']",['04/23/23'],Bryce Young,C.J. Stroud,Anthony Richardson,Will Anderson Jr.,Jalen Carter,Devon Witherspoon,Christian Gonzalez,Tyree Wilson,Paris Johnson Jr.,Nolan Smith,Peter Skoronski,Jaxon Smith-Njigba,Broderick Jones,Zay Flowers,Myles Murphy,Darnell Wright,Anton Harrison,O'Cyrus Torrence,Lukas Van Ness,Dalton Kincaid,Michael Mayer,Joey Porter Jr.,Quentin Johnston,Deonte Banks,Emmanuel Forbes,Bijan Robinson,Jordan Addison,Calijah Kancey,Keeanu Benton,Brian Branch,Bryan Bresee,Will Levis,Jahmyr Gibbs,,,,,,,,,
['CBS'],"[' ● By Cody Benjamin', '19.47%']",['04/23/23'],Bryce Young,C.J. Stroud,Will Anderson Jr.,Anthony Richardson,Jalen Carter,Tyree Wilson,Christian Gonzalez,Lukas Van Ness,Paris Johnson Jr.,Will Levis,Peter Skoronski,Joey Porter Jr.,Darnell Wright,Nolan Smith,Michael Mayer,Devon Witherspoon,Broderick Jones,Jaxon Smith-Njigba,Calijah Kancey,Myles Murphy,Dalton Kincaid,Zay Flowers,Deonte Banks,Will McDonald IV,Bryan Bresee,Bijan Robinson,Jordan Addison,Hendon Hooker,Mazi Smith,Brian Branch,Quentin Johnston,Jahmyr Gibbs,Emmanuel Forbes,Anton Harrison,,,,,,,,
['The Draft Network'],"[' ● By Jaime Eisner', '11.30%']",['04/23/23'],Bryce Young,Will Levis,Tyree Wilson,Anthony Richardson,Will Anderson Jr.,Devon Witherspoon,Christian Gonzalez,Jalen Carter,Darnell Wright,Paris Johnson Jr.,C.J. Stroud,Nolan Smith,Broderick Jones,Bijan Robinson,Jaxon Smith-Njigba,Deonte Banks,Peter Skoronski,Calijah Kancey,Myles Murphy,Zay Flowers,Jordan Addison,Joey Porter Jr.,Quentin Johnston,Michael Mayer,Brian Branch,Emmanuel Forbes,Mazi Smith,Julius Brents,Keion White,Lukas Van Ness,John Michael Schmitz,Dalton Kincaid,Bryan Bresee,Jahmyr Gibbs,Anton Harrison,,,,,,,
['NFL Draft Diamonds'],"[' ● By Jimmy Williams', '7.69%']",['04/24/23'],Bryce Young,Will Anderson Jr.,Tyree Wilson,Paris Johnson Jr.,Jalen Carter,Devon Witherspoon,C.J. Stroud,Myles Murphy,Peter Skoronski,Bijan Robinson,Cam Smith,Anthony Richardson,Will Levis,Christian Gonzalez,Michael Mayer,Broderick Jones,Joey Porter Jr.,Bryan Bresee,Darnell Wright,Nolan Smith,Jordan Addison,Jaxon Smith-Njigba,Deonte Banks,Dawand Jones,Anton Harrison,Jahmyr Gibbs,Cody Mauch,Dalton Kincaid,Lukas Van Ness,Hendon Hooker,Mazi Smith,Zay Flowers,Brian Branch,Quentin Johnston,Calijah Kancey,Emmanuel Forbes,,,,,,
